ucc,provenance_class,in_published_ce,in_concordance,published_title,concordance_title,elis,dmi_node,ce_source
250211,DIRECT_CONCORDANCE_UCC,true,true,"Gas, bottled/tank (renter)","Gas, Bottled Or Tank Rntr",HE021,HOUSEHOLD_ENERGY,I
250212,DIRECT_CONCORDANCE_UCC,true,true,"Gas, bottled/tank (owned home)","Gas, Bottled Or Tank Ownd",HE021,HOUSEHOLD_ENERGY,I
250213,DIRECT_CONCORDANCE_UCC,true,true,"Gas, bottled/tank (owned vacation)","Gas,Bottled Or Tank - Ownv & Rvs",HE021,HOUSEHOLD_ENERGY,I
250214,DIRECT_CONCORDANCE_UCC,true,true,"Gas, bottled/tank (rented vacation)","Gas, Bottled Or Tank Rntv",HE021,HOUSEHOLD_ENERGY,I
250911,DIRECT_CONCORDANCE_UCC,true,true,"Coal, wood, and other fuels (renter)",Other Fuels Rntr,HE021,HOUSEHOLD_ENERGY,I
250912,DIRECT_CONCORDANCE_UCC,true,true,"Coal, wood, and other fuels (owned home)",Other Fuels Ownd,HE021,HOUSEHOLD_ENERGY,I
250913,DIRECT_CONCORDANCE_UCC,true,true,"Coal, wood, and other fuels (owned vacation)",Other Fuels Ownv,HE021,HOUSEHOLD_ENERGY,I
250914,DIRECT_CONCORDANCE_UCC,true,true,"Coal, wood, and other fuels (rented vacation)",Other Fuels Rntv,HE021,HOUSEHOLD_ENERGY,I
260111,DIRECT_CONCORDANCE_UCC,true,true,Electricity (renter),Electricity Rntr,HF011,HOUSEHOLD_ENERGY,I
260112,DIRECT_CONCORDANCE_UCC,true,true,Electricity (owned home),Electricity Ownd,HF011,HOUSEHOLD_ENERGY,I
260113,DIRECT_CONCORDANCE_UCC,true,true,Electricity (owned vacation),Electricity Ownv,HF011,HOUSEHOLD_ENERGY,I
260114,DIRECT_CONCORDANCE_UCC,true,true,Electricity (rented vacation),Electricity Rntv,HF011,HOUSEHOLD_ENERGY,I
260211,DIRECT_CONCORDANCE_UCC,true,true,Natural gas (renter),Utility--Natural Gas Rntr,HF021,HOUSEHOLD_ENERGY,I
260212,DIRECT_CONCORDANCE_UCC,true,true,Natural gas (owned home),Utility--Natural Gas Ownd,HF021,HOUSEHOLD_ENERGY,I
260213,DIRECT_CONCORDANCE_UCC,true,true,Natural gas (owned vacation),Utility--Natural Gas Ownv,HF021,HOUSEHOLD_ENERGY,I
260214,DIRECT_CONCORDANCE_UCC,true,true,Natural gas (rented vacation),Utility--Natural Gas Rntv,HF021,HOUSEHOLD_ENERGY,I
270101,PUBLISHED_CE_UCC,true,false,Residential telephone/pay phones,,,,
270102,DIRECT_CONCORDANCE_UCC,true,true,Cellular phone service,Cellular Phone Service,ED031;EE041,EDUCATION_COMMUNICATION,I
270104,PUBLISHED_CE_UCC,true,false,Phone cards,,,,
270105,PUBLISHED_CE_UCC,true,false,Voice over IP service,,,,
270106,DIRECT_CONCORDANCE_UCC,true,true,Residential telephone including VOIP,Residential Telephone Incl Voip,ED041,EDUCATION_COMMUNICATION,I
270211,DIRECT_CONCORDANCE_UCC,true,true,Water/sewer maintenance (renter),Water And Sewerage Maint Rntr,HG011,WATER_SEWER_TRASH,I
270212,DIRECT_CONCORDANCE_UCC,true,true,Water/sewer maintenance (owned home),Water And Sewerage Maint Ownd,HG011,WATER_SEWER_TRASH,I
270213,DIRECT_CONCORDANCE_UCC,true,true,Water/sewer maintenance (owned vacation),Water And Sewerage Maint Ownv,HG011,WATER_SEWER_TRASH,I
270214,DIRECT_CONCORDANCE_UCC,true,true,Water/sewer maintenance (rented vacation),Water And Sewerage Maint Rntv,HG011,WATER_SEWER_TRASH,I
270310,DIRECT_CONCORDANCE_UCC,true,true,Cable and satellite television services,Cable/Satellite/Com Antenna Serv,RA021,RECREATION,I
270311,DIRECT_CONCORDANCE_UCC,true,true,Satellite radio services,Satellite Radio Service,RA061,RECREATION,I
270411,DIRECT_CONCORDANCE_UCC,true,true,Trash/garbage collection (renter),Trash/Garbage Collect Rntr,HG021,WATER_SEWER_TRASH,I
270412,DIRECT_CONCORDANCE_UCC,true,true,Trash/garbage collection (owned home),Trash/Garbage Collect Ownd,HG021,WATER_SEWER_TRASH,I
270413,DIRECT_CONCORDANCE_UCC,true,true,Trash/garbage collection (owned vacation),Trash/Garbage Collect Ownv,HG021,WATER_SEWER_TRASH,I
270414,DIRECT_CONCORDANCE_UCC,true,true,Trash/garbage collection (rented vacation),Trash/Garbage Collect Rntv,HG021,WATER_SEWER_TRASH,I
270901,DIRECT_CONCORDANCE_UCC,true,true,Septic tank cleaning (renter),Septic Tank Cleaning Rntr,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
270902,DIRECT_CONCORDANCE_UCC,true,true,Septic tank cleaning (owned home),Septic Tank Cleaning Ownd,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
270903,PUBLISHED_CE_UCC,true,false,Septic tank cleaning (owned vacation),,,,
270904,PUBLISHED_CE_UCC,true,false,Septic tank cleaning (rented vacation),,,,
270905,CPI_ADJUSTED_PUMD_UCC,false,true,,Steam Heat,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
270906,PUBLISHED_CE_UCC,true,false,Septic tank cleaning (renter),,,,
270907,DIRECT_CONCORDANCE_UCC,true,true,Septic tank cleaning (owner),Septic Tank Cleaning Ownr,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
280110,DIRECT_CONCORDANCE_UCC,true,true,Bathroom linens,Bathroom Linens,HH031,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
280120,DIRECT_CONCORDANCE_UCC,true,true,Bedroom linens,Bedroom Linens,HH032,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
280130,PUBLISHED_CE_UCC,true,false,Kitchen and dining room linens,,,,
280140,DIRECT_CONCORDANCE_UCC,true,true,"Kitchen, dining room, and other linens",Kitchen/Dining Room/Othr Linens,HH033,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
280210,DIRECT_CONCORDANCE_UCC,true,true,Curtains and draperies,Curtains And Drapes,HH021,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
280220,DIRECT_CONCORDANCE_UCC,true,true,Slipcovers and decorative pillows,Slipcovers/Decorative Pillows,HJ021,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
280230,PUBLISHED_CE_UCC,true,false,"Sewing materials for slipcovers, curtains, other",,,,
280900,PUBLISHED_CE_UCC,true,false,Other linens,,,,
290110,DIRECT_CONCORDANCE_UCC,true,true,Mattresses and springs,Mattress And Springs,HJ011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290120,DIRECT_CONCORDANCE_UCC,true,true,Other bedroom furniture,Other Bedroom Furniture,HJ012,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290210,DIRECT_CONCORDANCE_UCC,true,true,Sofas,Sofas,HJ021,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290310,DIRECT_CONCORDANCE_UCC,true,true,Living room chairs,Living Room Chairs,HJ022,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290320,DIRECT_CONCORDANCE_UCC,true,true,Living room tables,Living Room Tables,HJ023,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290410,DIRECT_CONCORDANCE_UCC,true,true,Kitchen and dining room furniture,Kitchen/Dining Room Furniture,HJ024,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290420,DIRECT_CONCORDANCE_UCC,true,true,Infants' furniture,Infants Furniture,HJ031,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290430,DIRECT_CONCORDANCE_UCC,true,true,Outdoor furniture,Outdoor Furniture,HJ032,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
290440,DIRECT_CONCORDANCE_UCC,true,true,"Wall units, cabinets, and other furniture","Wall Units, Cabinets, Occas Furn",HJ033,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300111,DIRECT_CONCORDANCE_UCC,true,true,Refrigerators and freezers (renter),Purch/Inst Refrig/Freezer Rntr,HK011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300112,DIRECT_CONCORDANCE_UCC,true,true,Refrigerators and freezers (owned home),Purch/Inst Refrig/Freezer Ownd,HK011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300211,PUBLISHED_CE_UCC,true,false,Washing machines (renter),,,,
300212,PUBLISHED_CE_UCC,true,false,Washing machines (owned home),,,,
300216,DIRECT_CONCORDANCE_UCC,true,true,Clothes washers or dryers (renter),Purch/Inst Clths Washr/Dryr Rntr,HK012,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300217,DIRECT_CONCORDANCE_UCC,true,true,Clothes washers or dryers (owned home),Purch/Inst Clths Washr/Dryr Ownd,HK012,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300221,PUBLISHED_CE_UCC,true,false,Clothes dryers (renter),,,,
300222,PUBLISHED_CE_UCC,true,false,Clothes dryers (owned home),,,,
300311,DIRECT_CONCORDANCE_UCC,true,true,Cooking stoves and ovens (renter),"Stoves, Ovens Rntr",HK013,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300312,DIRECT_CONCORDANCE_UCC,true,true,Cooking stoves and ovens (owned home),"Stoves, Ovens Ownd",HK013,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300321,DIRECT_CONCORDANCE_UCC,true,true,Microwave ovens (renter),Microwave Ovens Rntr,HK014,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300322,DIRECT_CONCORDANCE_UCC,true,true,Microwave ovens (owned home),Microwave Ovens Ownd,HK014,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300331,DIRECT_CONCORDANCE_UCC,true,true,Portable dishwashers (renter),Purch/Inst Port Dishwasher Rntr,HK090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300332,DIRECT_CONCORDANCE_UCC,true,true,Portable dishwashers (owned home),Purch/Inst Port Dishwasher Ownd,HK090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300411,DIRECT_CONCORDANCE_UCC,true,true,Window air conditioners (renter),Purch/Inst Window A/C Rntr,HK023,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300412,DIRECT_CONCORDANCE_UCC,true,true,Window air conditioners (owned home),Purch/Inst Window A/C Ownd,HK023,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
300900,PUBLISHED_CE_UCC,true,false,Miscellaneous household appliances,,,,
310140,DIRECT_CONCORDANCE_UCC,true,true,Televisions,Televisions,RA011,RECREATION,I
310210,DIRECT_CONCORDANCE_UCC,true,true,VCR's and video disc players,Vcrs/Video Disc Players,RA031,RECREATION,I
310220,DIRECT_CONCORDANCE_UCC,true,true,"Video cassettes, tapes, and discs",Video Cassettes/Tapes/Discs,RA041,RECREATION,D
310230,PUBLISHED_CE_UCC,true,false,Video game hardware and software,,,,
310231,DIRECT_CONCORDANCE_UCC,true,true,Video game software,Video Game Software,RE012,RECREATION,I
310232,DIRECT_CONCORDANCE_UCC,true,true,Video game hardware and accessories,Video Game Hardware/ Accessories,RE012,RECREATION,I
310240,PUBLISHED_CE_UCC,true,false,"Streaming, downloading video",,,,
310241,CPI_ADJUSTED_PUMD_UCC,false,true,,Streaming Video Files,RA042,RECREATION,D
310242,CPI_ADJUSTED_PUMD_UCC,false,true,,Downloading Video Files,RA041,RECREATION,D
310243,PUBLISHED_CE_UCC,true,false,"Rental, streaming, and downloading videos",,,,
310311,PUBLISHED_CE_UCC,true,false,Radios,,,,
310312,DIRECT_CONCORDANCE_UCC,true,true,Phonographs,Phonographs,RA051,RECREATION,D
310313,PUBLISHED_CE_UCC,true,false,Tape recorders and players,,,,
310314,DIRECT_CONCORDANCE_UCC,true,true,Personal digital audio players,Digital Audio Players,RA051,RECREATION,I
310315,DIRECT_CONCORDANCE_UCC,true,true,Digital media players and recorders,Digital Media Players & Recorders,RA031,RECREATION,D
310316,DIRECT_CONCORDANCE_UCC,true,true,"Stereos, radios, speakers, and sound components including those in vehicles",Radios/Speakers/Sound Comp Systms,RA051,RECREATION,I
310320,PUBLISHED_CE_UCC,true,false,Sound components and component systems,,,,
310331,DIRECT_CONCORDANCE_UCC,true,true,Miscellaneous sound equipment,Misc Sound Equipment,RA051,RECREATION,D
310332,DIRECT_CONCORDANCE_UCC,true,true,Sound equipment accessories,Sound Equip Accessories,RA051,RECREATION,D
310334,DIRECT_CONCORDANCE_UCC,true,true,Satellite dishes,Satellite Dishes,RA031,RECREATION,I
310335,DIRECT_CONCORDANCE_UCC,true,true,Miscellaneous video equipment,Misc Video Equipment,RA031,RECREATION,D
310340,DIRECT_CONCORDANCE_UCC,true,true,"CDs, records, and audio tapes","Records,Cds,Audio Tapes",RA061,RECREATION,I
310350,DIRECT_CONCORDANCE_UCC,true,true,Streaming and downloading audio,Streaming/Downloading Audio,RA061,RECREATION,I
310400,DIRECT_CONCORDANCE_UCC,true,true,"Applications, games, and ringtones for handheld devices",Apps/Games/Ringtones For Devices,EE021,EDUCATION_COMMUNICATION,I
310900,CPI_ADJUSTED_PUMD_UCC,false,true,,Access. For Electronic Equip.,RA090,RECREATION,D
320111,DIRECT_CONCORDANCE_UCC,true,true,"Floor coverings, nonpermanent",Floor Coverings (Non-Perm.),HH011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320120,DIRECT_CONCORDANCE_UCC,true,true,Window coverings,Window Coverings,HH022,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320130,DIRECT_CONCORDANCE_UCC,true,true,Infants' equipment,Infants Equipment,GE013,OTHER_GOODS_SERVICES,D
320140,DIRECT_CONCORDANCE_UCC,true,true,Laundry and cleaning equipment,Laundry And Cleaning Equip.,HN012,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320150,DIRECT_CONCORDANCE_UCC,true,true,Outdoor equipment,Barbeque Grills And Outdoor Equip,HM021,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320163,PUBLISHED_CE_UCC,true,false,Wall-to-wall carpet (replacement)(renter),,,,
320220,PUBLISHED_CE_UCC,true,false,Lamps and lighting fixtures,,,,
320221,DIRECT_CONCORDANCE_UCC,true,true,"Lamps, lighting fixtures, and ceiling fans",Lamps/Light Fixtures/Ceiling Fans,HL011,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320232,DIRECT_CONCORDANCE_UCC,true,true,Telephones and accessories,Telephones And Accessories,EE041,EDUCATION_COMMUNICATION,I
320233,DIRECT_CONCORDANCE_UCC,true,true,Clocks and other household decorative items,Clocks And Other Hh Decor Items,HL012,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320310,PUBLISHED_CE_UCC,true,false,Plastic dinnerware,,,,
320320,PUBLISHED_CE_UCC,true,false,China and other dinnerware,,,,
320330,DIRECT_CONCORDANCE_UCC,true,true,Flatware,Flatware,HL032,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320340,PUBLISHED_CE_UCC,true,false,Glassware,,,,
320345,DIRECT_CONCORDANCE_UCC,true,true,"Dinnerware, glassware, and serving pieces",Dishes/Cups/Glasses/Serving Piecs,HL031,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320350,PUBLISHED_CE_UCC,true,false,Silver serving pieces,,,,
320360,PUBLISHED_CE_UCC,true,false,Other serving pieces,,,,
320370,DIRECT_CONCORDANCE_UCC,true,true,Nonelectric cookware,Nonelectric Cookware,HL041,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320380,DIRECT_CONCORDANCE_UCC,true,true,Tableware and nonelectric kitchenware,Tableware/Non-Elec. Kitware,HL042,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320410,DIRECT_CONCORDANCE_UCC,true,true,Lawn and garden equipment,Lawn And Garden Equipment,HM021,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320420,DIRECT_CONCORDANCE_UCC,true,true,Power tools,Power Tools,HM012,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320430,DIRECT_CONCORDANCE_UCC,true,true,Other hardware,Other Hardware,HM013,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320511,DIRECT_CONCORDANCE_UCC,true,true,Electric floor cleaning equipment,Electric Floor Cleaning Equip,HK021,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320512,DIRECT_CONCORDANCE_UCC,true,true,Sewing machines,Sewing Machines,RE021,RECREATION,I
320521,DIRECT_CONCORDANCE_UCC,true,true,Small electric kitchen appliances,Small Electric Kitchen Appliances,HK022,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320522,DIRECT_CONCORDANCE_UCC,true,true,Portable heating and cooling equipment,Portable Heating/Cooling Equip,HK023,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320611,DIRECT_CONCORDANCE_UCC,true,true,"Material for insulation, other maintenance, and repair",Constrct Mat-Rntr/Udr Cn/Sec Hm,HM013,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320612,DIRECT_CONCORDANCE_UCC,true,true,"Material for insulation, other maintenance, and repair",Construction Mat Ownd,HM013,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320613,PUBLISHED_CE_UCC,true,false,"Material for insulation, other maintenance, and repair",,,,
320621,PUBLISHED_CE_UCC,true,false,Material for hard surface flooring,,,,
320622,PUBLISHED_CE_UCC,true,false,"Materials for hard surface flooring, repair and",,,,
320623,PUBLISHED_CE_UCC,true,false,Materials for hard surface flooring,,,,
320624,DIRECT_CONCORDANCE_UCC,true,true,"Flooring installation, repair, and replacement",Flooring Inst/Rep/Repl Rntr,HH011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320625,DIRECT_CONCORDANCE_UCC,true,true,"Flooring installation, repair, and replacement",Flooring Inst/Rep/Repl Ownd,HH011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320626,PUBLISHED_CE_UCC,true,false,"Flooring installation, repair, and replacement",,,,
320631,DIRECT_CONCORDANCE_UCC,true,true,Material for landscape maintenance,Lndscping Mat-Rntr/Udr Cn/Sc Hm,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320632,DIRECT_CONCORDANCE_UCC,true,true,Materials for landscaping maintenance,Landscaping Materials Ownd,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320633,PUBLISHED_CE_UCC,true,false,Materials for landscaping maintenance,,,,
320901,DIRECT_CONCORDANCE_UCC,true,true,Office furniture for home use,Office Furniture Home Use,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320902,DIRECT_CONCORDANCE_UCC,true,true,Hand tools,Hand Tools,HM014,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320903,DIRECT_CONCORDANCE_UCC,true,true,Indoor plants and fresh flowers,"Indoor Plants, Fresh Flowers",HL021,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
320904,DIRECT_CONCORDANCE_UCC,true,true,Closet and storage items,Closet And Storage Items,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
320905,DIRECT_CONCORDANCE_UCC,true,true,Miscellaneous household equipment and parts,Misc. Household Equip/Parts,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
330110,PUBLISHED_CE_UCC,true,false,Soaps and detergents,,,,
330119,DIRECT_CONCORDANCE_UCC,true,true,Laundry and cleaning products,Laundry And Cleaning Products,HN011,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
330210,PUBLISHED_CE_UCC,true,false,Other laundry cleaning products,,,,
330310,DIRECT_CONCORDANCE_UCC,true,true,"Cleansing and toilet tissue, paper towels, and napkins",Paper Towels/Napkins/Toilet Tissu,HN021,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
330410,DIRECT_CONCORDANCE_UCC,true,true,"Stationery, stationery supplies, and gift wrap","Stationery, Giftwrap, Etc.",GE011,OTHER_GOODS_SERVICES,D
330510,DIRECT_CONCORDANCE_UCC,true,true,Miscellaneous household products,Misc Household Products,HN031,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
330511,DIRECT_CONCORDANCE_UCC,true,true,Termite/pest control products,Mat For Termte/Pst Cntrl Maintce,HM022,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
330610,DIRECT_CONCORDANCE_UCC,true,true,Lawn and garden supplies,Lawn And Garden Supplies,HM022,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
340110,DIRECT_CONCORDANCE_UCC,true,true,Postage,Postage,EC011,EDUCATION_COMMUNICATION,D
340120,DIRECT_CONCORDANCE_UCC,true,true,Delivery services,Delivery Services,EC021,EDUCATION_COMMUNICATION,D
340210,PUBLISHED_CE_UCC,true,false,Babysitting and childcare,,,,
340211,PUBLISHED_CE_UCC,true,false,Babysitting and child care in your own home,,,,
340212,PUBLISHED_CE_UCC,true,false,Babysitting and child care in someone else's home,,,,
340310,DIRECT_CONCORDANCE_UCC,true,true,Housekeeping services,Domestic Service,HP011,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340410,DIRECT_CONCORDANCE_UCC,true,true,Gardening and lawn care service,Gardening/Lawn Care Service,HP021,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340420,DIRECT_CONCORDANCE_UCC,true,true,Water softening services,Water Softening Service,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340421,DIRECT_CONCORDANCE_UCC,true,true,Water softening services (owner),Water Softening Service Ownd,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340422,DIRECT_CONCORDANCE_UCC,true,true,Water softening services (renter),Water Softening Service Rntr,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340510,DIRECT_CONCORDANCE_UCC,true,true,"Moving, storage, and freight","Moving, Storage,Freight",HP031,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340520,DIRECT_CONCORDANCE_UCC,true,true,"Household laundry and dry cleaning, sent out (nonclothing) not coin-operated","Hshld Lndry,Drycln Not Coin-Op",GD031,OTHER_GOODS_SERVICES,D
340530,DIRECT_CONCORDANCE_UCC,true,true,Coin-operated household laundry and dry cleaning (nonclothing),"Coin-Op Hshld Lndry, Dry Cln",GD031,OTHER_GOODS_SERVICES,D
340610,DIRECT_CONCORDANCE_UCC,true,true,"Repair of televisions, radio, and sound equipment",Repair Of Tv/Radio/Sound Equip,RA090,RECREATION,I
340620,DIRECT_CONCORDANCE_UCC,true,true,"Appliance repair, including service center",Repair Of Household Appliances,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,D
340630,DIRECT_CONCORDANCE_UCC,true,true,"Reupholstering, furniture repair",Reupholstery Of Furniture,HP042,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340901,DIRECT_CONCORDANCE_UCC,true,true,"Repairs/rentals of lawn and garden equipment, hand or power tools, and other household equipment","Rental/Repair-Tools,Lawn/Garden",HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340902,DIRECT_CONCORDANCE_UCC,true,true,Rental of televisions,Rental Of Televisions,RA090,RECREATION,I
340903,DIRECT_CONCORDANCE_UCC,true,true,Other home services,Misc. Home Services,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340904,DIRECT_CONCORDANCE_UCC,true,true,Rental of furniture,Rental Of Furniture,HJ090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340905,DIRECT_CONCORDANCE_UCC,true,true,"Rental of VCR, radio, and sound equipment",Rental Of Vcr/Radio/Sound Equip,RA090,RECREATION,I
340906,DIRECT_CONCORDANCE_UCC,true,true,"Care for elderly, invalids, handicapped, etc.","Care Of Invalids, Elderly, Etc",MD031,MEDICAL_CARE,I
340907,DIRECT_CONCORDANCE_UCC,true,true,Appliance rentals,Rental Of Household Equipment,HK090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340908,DIRECT_CONCORDANCE_UCC,true,true,Rental of office equipment for nonbusiness use,Rntl Off Equip Non-Bus Use,EE090,EDUCATION_COMMUNICATION,I
340910,DIRECT_CONCORDANCE_UCC,true,true,Adult day care centers,Adult Day Care Centers,MD022,MEDICAL_CARE,I
340911,DIRECT_CONCORDANCE_UCC,true,true,Management and upkeep services for security,Mngmt/Spec Ser/Security Ownd,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340912,PUBLISHED_CE_UCC,true,false,Management and upkeep services for security,,,,
340913,PUBLISHED_CE_UCC,true,false,Repair of miscellaneous household equipment and furnishings,,,,
340914,DIRECT_CONCORDANCE_UCC,true,true,Services for termite/pest control,Serv For Termt/Pst Cntrl,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,I
340915,PUBLISHED_CE_UCC,true,false,Home security system service fees,,,,
350110,DIRECT_CONCORDANCE_UCC,true,true,Tenant's insurance,Renters Insurance,HD011,SHELTER,I
360110,DIRECT_CONCORDANCE_UCC,true,true,Men's suits,Mens Suits,AA011,APPAREL,I
360120,DIRECT_CONCORDANCE_UCC,true,true,Men's sportcoats and tailored jackets,Mens Sportcoats/Tailored Jackets,AA012,APPAREL,D
360210,DIRECT_CONCORDANCE_UCC,true,true,Men's coats and jackets,Mens Coats And Jackets,AA013,APPAREL,D
360311,PUBLISHED_CE_UCC,true,false,Men's underwear,,,,
360312,PUBLISHED_CE_UCC,true,false,Men's hosiery,,,,
360319,DIRECT_CONCORDANCE_UCC,true,true,"Men's underwear, hosiery, nightwear, and swimwear","Mens Underwear, Hosiery, Nightwea",AA021,APPAREL,D
360320,PUBLISHED_CE_UCC,true,false,Men's nightwear,,,,
360330,DIRECT_CONCORDANCE_UCC,true,true,Men's accessories,Mens Accessories,AA022,APPAREL,D
360340,PUBLISHED_CE_UCC,true,false,Men's sweaters and vests,,,,
360350,PUBLISHED_CE_UCC,true,false,Men's active sportswear,,,,
360360,PUBLISHED_CE_UCC,true,false,Men's swimwear,,,,
360410,PUBLISHED_CE_UCC,true,false,Men's shirts,,,,
360420,DIRECT_CONCORDANCE_UCC,true,true,"Men's shirts, sweaters, and vests",Mens Sweaters/Shirts/Vests,AA033,APPAREL,D
360513,DIRECT_CONCORDANCE_UCC,true,true,Men's pants and shorts,Mens Pants And Shorts,AA041,APPAREL,D
360901,DIRECT_CONCORDANCE_UCC,true,true,Men's uniforms,Mens Uniforms,AA090,APPAREL,D
360902,DIRECT_CONCORDANCE_UCC,true,true,Men's costumes,Mens Costumes,AA090,APPAREL,D
370110,DIRECT_CONCORDANCE_UCC,true,true,Boys' coats and jackets,Boys Coats And Jackets,AB011,APPAREL,D
370120,PUBLISHED_CE_UCC,true,false,Boys' sweaters,,,,
370125,DIRECT_CONCORDANCE_UCC,true,true,Boys' shirts and sweaters,Boys Sweaters/Shirts/Vests,AB012,APPAREL,D
370130,PUBLISHED_CE_UCC,true,false,Boys' shirts,,,,
370211,PUBLISHED_CE_UCC,true,false,Boys' underwear,,,,
370212,PUBLISHED_CE_UCC,true,false,Boys' nightwear,,,,
370213,PUBLISHED_CE_UCC,true,false,Boys' hosiery,,,,
370219,DIRECT_CONCORDANCE_UCC,true,true,"Boy's underwear, hosiery, nightwear, and swimwear","Boys Underwear, Nightwear, Hosier",AB013,APPAREL,D
370220,DIRECT_CONCORDANCE_UCC,true,true,Boys' accessories,Boys Accessories,AB013,APPAREL,D
370311,PUBLISHED_CE_UCC,true,false,"Boys' suits, sportcoats, and vests",,,,
370314,PUBLISHED_CE_UCC,true,false,Boys' pants and shorts,,,,
370319,DIRECT_CONCORDANCE_UCC,true,true,"Boy's suits, sportscoats, pants, and shorts","Boys Suits, Sport Coats, Pants, A",AB014,APPAREL,D
370360,PUBLISHED_CE_UCC,true,false,Boys' swimwear,,,,
370901,PUBLISHED_CE_UCC,true,false,Boys' uniforms and active sportswear,,,,
370902,DIRECT_CONCORDANCE_UCC,true,true,Boys' costumes,Boys Costumes,AB090,APPAREL,D
370903,DIRECT_CONCORDANCE_UCC,true,true,Boys' uniforms,Boys Uniforms,AB090,APPAREL,D
