ucc,ucc_title,subcategory_code,domain_label,mapping_status,computation_node,destination_eli_count,destination_elis,destination_nodes,exception_reason,bls_multi_eli_footnote
320221,Lamps/Light Fixtures/Ceiling Fans,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL011,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320232,Telephones And Accessories,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE041,EDUCATION_COMMUNICATION,,false
320233,Clocks And Other Hh Decor Items,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL012,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320330,Flatware,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL032,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320345,Dishes/Cups/Glasses/Serving Piecs,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL031,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320370,Nonelectric Cookware,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL041,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320380,Tableware/Non-Elec. Kitware,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL042,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320410,Lawn And Garden Equipment,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM021,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320420,Power Tools,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM012,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320430,Other Hardware,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM013,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320511,Electric Floor Cleaning Equip,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HK021,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320512,Sewing Machines,HOUSING,Housing,DIRECT,RECREATION,1,RE021,RECREATION,,false
320521,Small Electric Kitchen Appliances,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HK022,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320522,Portable Heating/Cooling Equip,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HK023,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320611,Constrct Mat-Rntr/Udr Cn/Sec Hm,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM013,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320612,Construction Mat Ownd,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM013,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320613,"Material for insulation, other maintenance, and repair",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
320624,Flooring Inst/Rep/Repl Rntr,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HH011,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320625,Flooring Inst/Rep/Repl Ownd,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HH011,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320626,"Flooring installation, repair, and replacement",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
320631,Lndscping Mat-Rntr/Udr Cn/Sc Hm,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320632,Landscaping Materials Ownd,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320633,Materials for landscaping maintenance,HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
320901,Office Furniture Home Use,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320902,Hand Tools,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM014,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320903,"Indoor Plants, Fresh Flowers",HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HL021,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320904,Closet And Storage Items,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
320905,Misc. Household Equip/Parts,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
330119,Laundry And Cleaning Products,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HN011,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
330310,Paper Towels/Napkins/Toilet Tissu,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HN021,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
330410,"Stationery, Giftwrap, Etc.",HOUSING,Housing,DIRECT,OTHER_GOODS_SERVICES,1,GE011,OTHER_GOODS_SERVICES,,false
330510,Misc Household Products,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HN031,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
330511,Mat For Termte/Pst Cntrl Maintce,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM022,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
330610,Lawn And Garden Supplies,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM022,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340110,Postage,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EC011,EDUCATION_COMMUNICATION,,false
340120,Delivery Services,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EC021,EDUCATION_COMMUNICATION,,false
340310,Domestic Service,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP011,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340410,Gardening/Lawn Care Service,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP021,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340420,Water Softening Service,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340421,Water Softening Service Ownd,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340422,Water Softening Service Rntr,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340510,"Moving, Storage,Freight",HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP031,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340520,"Hshld Lndry,Drycln Not Coin-Op",HOUSING,Housing,DIRECT,OTHER_GOODS_SERVICES,1,GD031,OTHER_GOODS_SERVICES,,false
340530,"Coin-Op Hshld Lndry, Dry Cln",HOUSING,Housing,DIRECT,OTHER_GOODS_SERVICES,1,GD031,OTHER_GOODS_SERVICES,,false
340620,Repair Of Household Appliances,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340630,Reupholstery Of Furniture,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP042,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340901,"Rental/Repair-Tools,Lawn/Garden",HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HM090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340903,Misc. Home Services,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340904,Rental Of Furniture,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HJ090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340906,"Care Of Invalids, Elderly, Etc",HOUSING,Housing,DIRECT,MEDICAL_CARE,1,MD031,MEDICAL_CARE,,false
340907,Rental Of Household Equipment,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HK090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340908,Rntl Off Equip Non-Bus Use,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE090,EDUCATION_COMMUNICATION,,false
340910,Adult Day Care Centers,HOUSING,Housing,DIRECT,MEDICAL_CARE,1,MD022,MEDICAL_CARE,,false
340911,Mngmt/Spec Ser/Security Ownd,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340912,Management and upkeep services for security,HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
340913,Repair of miscellaneous household equipment and furnishings,HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
340914,Serv For Termt/Pst Cntrl,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HP090,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
340915,Home security system service fees,HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
350110,Renters Insurance,HOUSING,Housing,DIRECT,SHELTER,1,HD011,SHELTER,,false
430130,Luggage,HOUSING,Housing,DIRECT,OTHER_GOODS_SERVICES,1,GE012,OTHER_GOODS_SERVICES,,false
450110,New Cars,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
450210,New Trucks,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
450220,New Motorcycles,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA012,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
450350,Car/Truck Lease Payments,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TA031,TRANSPORT_SERVICES,,false
450351,Extra fees for car/truck lease,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
450352,Tradein Allow For Car/Truck Lease,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TA031,TRANSPORT_SERVICES,,false
450353,Cash Dwnpymnt For Car/Truck Lease,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TA031,TRANSPORT_SERVICES,,false
450354,Termntion Fee For Car/Truck Lease,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TA031,TRANSPORT_SERVICES,,false
450900,Aircraft,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
460110,Used Cars,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA021,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
460901,Used Trucks,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA021,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
460902,Used Motorcycles,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
460903,Used Aircraft,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
470111,Gasoline,TRANS,Transportation,MULTI_SAME_NODE,MOTOR_FUEL,5,TB011|TB012|TB013|TB021|TB022,MOTOR_FUEL,,true
470112,Diesel Fuel,TRANS,Transportation,DIRECT,MOTOR_FUEL,1,TB021,MOTOR_FUEL,,false
470113,Gasoline On Out Of Town Trips,TRANS,Transportation,MULTI_SAME_NODE,MOTOR_FUEL,5,TB011|TB012|TB013|TB021|TB022,MOTOR_FUEL,,true
470212,Motor Oil On Out Of Town Trips,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TC022,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
470311,Electric vehicle charging,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
480100,Veh Parts/Acc/Fluids Excl Tires,TRANS,Transportation,MULTI_SAME_NODE,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,2,TC021|TC022,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,true
480110,Tires Purchased/Replaced/Install,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TC011,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
490100,Vehicle Maint/Rep Excl Tire Purch,TRANS,Transportation,MULTI_SAME_NODE,TRANSPORT_SERVICES,3,TD011|TD021|TD031,TRANSPORT_SERVICES,,true
490900,Auto Repair Service Policy,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TD090,TRANSPORT_SERVICES,,false
500110,Vehicle Insurance,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TE011,TRANSPORT_SERVICES,,false
510110,Automobile finance charges,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
510901,Truck finance charges,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
510902,Motorcycle and plane finance charges,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
520110,State and local vehicle registration,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
520310,Drivers License,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TF011,TRANSPORT_SERVICES,,false
520410,Vehicle Inspection,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TD021,TRANSPORT_SERVICES,,false
520516,Auto/Truck Rental,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TA041,TRANSPORT_SERVICES,,false
520517,Auto/Truck Rental Out-Of-Town Trp,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TA041,TRANSPORT_SERVICES,,false
520531,Prkng Fee In Hme City Excl Rsdnc,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TF031,TRANSPORT_SERVICES,,false
520532,"Parking Fees, Out-Of-Town Trip",TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TF031,TRANSPORT_SERVICES,,false
520541,Tolls Or Electronic Toll Passes,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TF031,TRANSPORT_SERVICES,,false
520542,Tolls On Out-Of-Town Trips,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TF031,TRANSPORT_SERVICES,,false
520550,Towing Charges,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TD021,TRANSPORT_SERVICES,,false
520902,Motorcycle Rental,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
520903,Aircraft Rental,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
520905,Motorcycle Rental Out-Of-Town,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
520906,Aircraft Rental/Out-Of-Town Tr,TRANS,Transportation,DIRECT,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,1,TA090,TRANSPORT_COMMODITIES_EX_MOTOR_FUEL,,false
530110,Airline Fares,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG011,TRANSPORT_SERVICES,,false
530210,Intercity Bus Fares,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG021,TRANSPORT_SERVICES,,false
530311,Intracity Mass Transit Fares,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG031,TRANSPORT_SERVICES,,false
530312,Local Trans. Out Of Town Trips,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG031,TRANSPORT_SERVICES,,false
530411,Taxi Fares On Trips,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG032,TRANSPORT_SERVICES,,false
530412,Taxi Fares And Limousine Service,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG032,TRANSPORT_SERVICES,,false
530510,Intercity Train Fares,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG022,TRANSPORT_SERVICES,,false
530901,Ship Fares,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG023,TRANSPORT_SERVICES,,false
530902,School Bus,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TG090,TRANSPORT_SERVICES,,false
620114,Auto Service Clubs/Gps Services,TRANS,Transportation,DIRECT,TRANSPORT_SERVICES,1,TF032,TRANSPORT_SERVICES,,false
670320,Babysit/Chldcare/Daycare/Prsch,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EB031,EDUCATION_COMMUNICATION,,false
690111,Compter/Compter Hrdwar N-Bus Use,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE011,EDUCATION_COMMUNICATION,,false
690113,"Repair-Cmptr,Cmptr Sys N-B",HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE090,EDUCATION_COMMUNICATION,,false
690114,Computer Information Services,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE031,EDUCATION_COMMUNICATION,,false
690116,Internet Services Away From Home,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE031,EDUCATION_COMMUNICATION,,false
690117,Portable Memory,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE021,EDUCATION_COMMUNICATION,,false
690119,Computer Software,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE021,EDUCATION_COMMUNICATION,,false
690120,Computer Accessories,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE011,EDUCATION_COMMUNICATION,,false
690230,Typwrits/Oth Off Mach Non-Bus Use,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE042,EDUCATION_COMMUNICATION,,false
690244,Oth Hh Appl Rntr,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HK023,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
690245,Oth Hh Appl Ownd,HOUSING,Housing,DIRECT,HOUSEHOLD_FURNISHINGS_OPERATIONS,1,HK023,HOUSEHOLD_FURNISHINGS_OPERATIONS,,false
690310,Installation For Computers,HOUSING,Housing,DIRECT,EDUCATION_COMMUNICATION,1,EE011,EDUCATION_COMMUNICATION,,false
790420,Alcohol At Restaurants Etc,ALCBEVG,Alcoholic beverages,DIRECT,ALCOHOLIC_BEVERAGES,1,FX011,ALCOHOLIC_BEVERAGES,,false
790690,Construction materials for jobs not started,HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
800700,Meals As Pay,FOODTOTL,Food,DIRECT,FOOD,1,FV051,FOOD,,false
800710,Rent As Pay,HOUSING,Housing,DIRECT,SHELTER,1,HA011,SHELTER,,false
830111,Late fee mortgage pay (owned home),HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
830112,Late fee mortgage pay (owned vacation),HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
850300,Other vehicle finance charges,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
880110,"Interest paid, home equity line of credit",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
880310,"Interest paid, home equity line of credit",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
950024,Vehicle personal property taxes,TRANS,Transportation,UNRESOLVED,,0,,,NO_CONCORDANCE,false
990900,"Rental and installation of dishwashers, range hoods, and garbage disposals",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
990920,"Materials for additions, finishing basements, and remodeling rooms",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
990930,"Materials to finish basements, remodel rooms, or build patios or walkways",HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
990940,Material for finishing basements and remodeling rooms,HOUSING,Housing,UNRESOLVED,,0,,,NO_CONCORDANCE,false
