ucc,population,ucc_label,ce_stub_parent,domain_label,provenance_class,source_class,amount_source,pumd_membership,pumd_quantitative_usability,cpi_adjustment_status,concordance_elis,dmi_node,m1_mapping_status,source_amount_millions,source_amount_status,source_amount_rse_pct,source_amount_high_rse_flag,governing_rule_id,governing_registry_artifact_id,rule_type,review_status,canonical_rule_state,ucc_rule_role,proposed_track_a_status,effective_track_a_status,rule_blocker_kind,predecessor_rule_id,pending_rule_effect_on_amount,track_a_disposition,retained_amount,excluded_amount,removed_for_replacement_amount,replacement_amount,transformed_amount,pending_amount,open_amount,withheld_amount,replacement_group_id,replacement_role,normalization_state,note
230112,Q3,Painting and papering,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,1773.000000,OBSERVED,22.550000,false,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,1773.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230112,Q4,Painting and papering,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,3779.000000,OBSERVED,27.640000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,3779.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230112,Q5,Painting and papering,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,7450.000000,OBSERVED,24.790000,false,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,7450.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230113,ALL_CU,Plumbing and water heating,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,24576.000000,OBSERVED,10.570000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,24576.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230113,Q1,Plumbing and water heating,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,2195.000000,OBSERVED,19.070000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,2195.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230113,Q2,Plumbing and water heating,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,4127.000000,OBSERVED,26.130000,true,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,4127.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230113,Q3,Plumbing and water heating,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,5042.000000,OBSERVED,24.700000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,5042.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230113,Q4,Plumbing and water heating,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,3644.000000,OBSERVED,22.700000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,3644.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230113,Q5,Plumbing and water heating,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,9569.000000,OBSERVED,17.520000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,9569.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230114,ALL_CU,"Heat, a/c, and electrical work",HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,60914.000000,OBSERVED,10.860000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,60914.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230114,Q1,"Heat, a/c, and electrical work",HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,3726.000000,OBSERVED,27.510000,true,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,3726.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230114,Q2,"Heat, a/c, and electrical work",HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,6947.000000,OBSERVED,15.040000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,6947.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230114,Q3,"Heat, a/c, and electrical work",HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,12379.000000,OBSERVED,27.980000,true,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,12379.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230114,Q4,"Heat, a/c, and electrical work",HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,11871.000000,OBSERVED,19.630000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,11871.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230114,Q5,"Heat, a/c, and electrical work",HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,25991.000000,OBSERVED,18.020000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,25991.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230115,ALL_CU,Roofing and gutters,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,50846.000000,OBSERVED,12.270000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,50846.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230115,Q1,Roofing and gutters,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,2952.000000,OBSERVED,22.580000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,2952.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230115,Q2,Roofing and gutters,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,9036.000000,OBSERVED,26.440000,true,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,9036.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230115,Q3,Roofing and gutters,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,12212.000000,OBSERVED,31.020000,true,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,12212.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230115,Q4,Roofing and gutters,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,11125.000000,OBSERVED,25.460000,true,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,11125.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230115,Q5,Roofing and gutters,HOUSING,Housing,PUBLISHED_CE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,,,UNRESOLVED,15521.000000,OBSERVED,22.600000,false,OS_CPI_OWNER_MAINTENANCE_SERVICES_v0_2,CE_CPI_SCOPE_RULES_V0_3,EXCLUDE,ACCEPTED,CURRENT_EFFECTIVE,SOURCE,OUT_OF_SCOPE,OUT_OF_SCOPE,,OS_CPI_OWNER_STRUCTURE_INVESTMENT_v0_1,NOT_APPLICABLE,EXCLUDED,,15521.000000,,,,,,,,NOT_APPLICABLE,EXCLUDED_FROM_BASIS,
230117,ALL_CU,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,153.000000,OBSERVED,53.400000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,153.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230117,Q1,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,64.000000,OBSERVED,104.930000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,64.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230117,Q2,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,22.000000,OBSERVED,92.370000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,22.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230117,Q3,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,33.000000,OBSERVED,71.630000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,33.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230117,Q4,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,28.000000,OBSERVED,94.420000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,28.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230117,Q5,"Dishwashers (built-in), garbage disposals, and range hoods (renter)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,7.000000,OBSERVED,71.970000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,7.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230118,ALL_CU,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,4462.000000,OBSERVED,11.750000,false,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,4462.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230118,Q1,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,219.000000,OBSERVED,37.290000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,219.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230118,Q2,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,442.000000,OBSERVED,26.730000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,442.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230118,Q3,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,591.000000,OBSERVED,22.820000,false,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,591.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230118,Q4,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,1345.000000,OBSERVED,17.420000,false,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,1345.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230118,Q5,"Dishwashers (built-in), garbage disposals, and range hoods (owned home)",HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP043,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,1866.000000,OBSERVED,17.580000,false,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,1866.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230141,ALL_CU,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,0.000000,OBSERVED,105.140000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,0.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230141,Q1,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,0.000000,OBSERVED,105.140000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,0.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230141,Q2,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,,SUPPRESSED,,,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,,,,,,,,,,NOT_APPLICABLE,BLOCKED_AMOUNT_UNAVAILABLE,BLS publishes this series and did not publish this cell. The amount is unknown and is not zero.
230141,Q3,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,,SUPPRESSED,,,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,,,,,,,,,,NOT_APPLICABLE,BLOCKED_AMOUNT_UNAVAILABLE,BLS publishes this series and did not publish this cell. The amount is unknown and is not zero.
230141,Q4,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,,SUPPRESSED,,,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,,,,,,,,,,NOT_APPLICABLE,BLOCKED_AMOUNT_UNAVAILABLE,BLS publishes this series and did not publish this cell. The amount is unknown and is not zero.
230141,Q5,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,,SUPPRESSED,,,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,,,,,,,,,,NOT_APPLICABLE,BLOCKED_AMOUNT_UNAVAILABLE,BLS publishes this series and did not publish this cell. The amount is unknown and is not zero.
230142,ALL_CU,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,40.000000,OBSERVED,27.520000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,40.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230142,Q1,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,2.000000,OBSERVED,75.890000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,2.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230142,Q2,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,30.000000,OBSERVED,34.380000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,30.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230142,Q3,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,3.000000,OBSERVED,31.370000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,3.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230142,Q4,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,4.000000,OBSERVED,38.320000,true,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,4.000000,,,,,,,,,NOT_APPLICABLE,ELIGIBLE,
230142,Q5,Repair of built-in appliances,HOUSING,Housing,DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_BASIS,LABSTAT_PUBLISHED,NOT_VERIFIED,NOT_ESTABLISHED,UNKNOWN,HP041,HOUSEHOLD_FURNISHINGS_OPERATIONS,DIRECT,,SUPPRESSED,,,,,,,NOT_APPLICABLE,UNCLAIMED,,,,,NOT_APPLICABLE,RETAINED,,,,,,,,,,NOT_APPLICABLE,BLOCKED_AMOUNT_UNAVAILABLE,BLS publishes this series and did not publish this cell. The amount is unknown and is not zero.
