ucc,status,exclusion_reason,provenance_class,ce_source,dmi_node,all_cu_published_mean,magnitude_stratum,annualization_factor
220902,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,3.0,,1
230112,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,126.0,LARGE,1
230113,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,181.0,,1
230114,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,449.0,,1
230115,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,375.0,,1
230117,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,1.0,,1
230118,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,33.0,MEDIUM,1
230121,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
230122,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
230123,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
230133,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
230134,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
230141,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
230142,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
230143,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,21.0,,1
230144,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,1.0,,1
230150,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,56.0,MEDIUM,1
230151,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,462.0,,1
230152,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,53.0,,1
230901,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,130.0,,1
230902,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,12.0,,1
240111,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,5.0,SMALL,1
240112,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,39.0,MEDIUM,1
240113,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,1.0,,1
240121,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,1.0,,1
240122,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,4.0,SMALL,1
240123,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
240211,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,1.0,,1
240212,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,49.0,MEDIUM,1
240213,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,25.0,,1
240214,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,1.0,,1
240221,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
240222,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,4.0,SMALL,1
240223,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
240311,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,2.0,SMALL,1
240312,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,24.0,MEDIUM,1
240313,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
240321,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
240322,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,10.0,SMALL,1
240323,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
250111,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,4.0,,1
250112,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,58.0,MEDIUM,1
250113,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,,,1
250114,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,,,1
250211,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,3.0,SMALL,1
250212,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,45.0,MEDIUM,1
250213,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,5.0,SMALL,1
250214,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,,,1
250911,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,,,1
250912,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,10.0,SMALL,1
250913,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,,,1
250914,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,,,1
260111,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,459.0,LARGE,1
260112,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,1359.0,LARGE,1
260113,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,12.0,MEDIUM,1
260114,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,4.0,SMALL,1
260211,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,87.0,LARGE,1
260212,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,401.0,LARGE,1
260213,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,3.0,SMALL,1
260214,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_ENERGY,1.0,,1
270101,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
270102,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,EDUCATION_COMMUNICATION,1359.0,LARGE,1
270104,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
270105,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
270106,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,EDUCATION_COMMUNICATION,100.0,LARGE,1
270211,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,94.0,LARGE,1
270212,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,462.0,LARGE,1
270213,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,4.0,SMALL,1
270214,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,1.0,,1
270310,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
270311,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
270411,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,25.0,MEDIUM,1
270412,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,225.0,LARGE,1
270413,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,8.0,SMALL,1
270414,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,WATER_SEWER_TRASH,,,1
270901,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
270902,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
270903,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
270904,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
270905,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,CONCORDANCE_ONLY_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,
270906,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
270907,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,8.0,SMALL,1
280110,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,25.0,,1
280120,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,60.0,,1
280130,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
280140,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,6.0,,1
280210,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,10.0,SMALL,1
280220,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,6.0,SMALL,1
280230,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
280900,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
290110,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,114.0,LARGE,1
290120,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,119.0,LARGE,1
290210,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,195.0,LARGE,1
290310,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,59.0,MEDIUM,1
290320,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,18.0,MEDIUM,1
290410,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,39.0,MEDIUM,1
290420,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,11.0,SMALL,1
290430,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,47.0,MEDIUM,1
290440,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,46.0,MEDIUM,1
300111,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,12.0,SMALL,1
300112,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,105.0,LARGE,1
300211,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
300212,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
300216,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,13.0,MEDIUM,1
300217,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,86.0,LARGE,1
300221,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
300222,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
300311,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,3.0,,1
300312,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,60.0,MEDIUM,1
300321,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,4.0,SMALL,1
300322,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,17.0,MEDIUM,1
300331,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
300332,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
300411,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,3.0,SMALL,1
300412,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,5.0,SMALL,1
300900,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,10.0,,
310140,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310210,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310220,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,RECREATION,,,1
310230,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
310231,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310232,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310240,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
310241,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,CONCORDANCE_ONLY_UCC,D,RECREATION,,,
310242,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,CONCORDANCE_ONLY_UCC,D,RECREATION,,,
310243,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
310311,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
310312,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,RECREATION,,,
310313,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
310314,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310315,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,RECREATION,,,
310316,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310320,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
310331,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,RECREATION,,,
310332,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,RECREATION,,,
310334,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310335,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,RECREATION,,,
310340,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310350,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,RECREATION,,,1
310400,EXCLUDED,INCOMPLETE_LB01_PUBLICATION,DIRECT_CONCORDANCE_UCC,I,EDUCATION_COMMUNICATION,,,1
310900,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,CONCORDANCE_ONLY_UCC,D,RECREATION,,,
320111,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,30.0,MEDIUM,1
320120,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,25.0,MEDIUM,1
320130,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,OTHER_GOODS_SERVICES,28.0,,1
320140,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,22.0,,
320150,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,23.0,,1
320163,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320220,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320221,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,39.0,,1
320232,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,EDUCATION_COMMUNICATION,113.0,LARGE,1
320233,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,214.0,,1
320310,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320320,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320330,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,10.0,,1
320340,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320345,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,28.0,,1
320350,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320360,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320370,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,32.0,,1
320380,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,28.0,,
320410,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,53.0,,1
320420,EXCLUDED,IN_DEVELOPMENT_ROSTER,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,35.0,MEDIUM,1
320430,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,30.0,,
320511,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,27.0,MEDIUM,1
320512,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,RECREATION,5.0,SMALL,1
320521,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,44.0,MEDIUM,1
320522,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,12.0,SMALL,1
320611,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,10.0,SMALL,1
320612,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,56.0,MEDIUM,1
320613,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
320621,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320622,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320623,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
320624,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,11.0,SMALL,1
320625,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,129.0,LARGE,1
320626,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,1.0,,1
320631,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,3.0,SMALL,1
320632,EXCLUDED,BLANK_PUBLISHED_MEAN,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,,,1
320633,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,1
320901,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,15.0,MEDIUM,1
320902,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,19.0,,1
320903,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,83.0,LARGE,1
320904,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,25.0,,1
320905,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,71.0,,
330110,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
330119,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,209.0,,
330210,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
330310,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,131.0,,
330410,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,OTHER_GOODS_SERVICES,86.0,,
330510,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,277.0,,
330511,INCLUDED_IN_CONFIRMATION,,DIRECT_CONCORDANCE_UCC,I,HOUSEHOLD_FURNISHINGS_OPERATIONS,17.0,MEDIUM,1
330610,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,HOUSEHOLD_FURNISHINGS_OPERATIONS,129.0,,
340110,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,EDUCATION_COMMUNICATION,43.0,,
340120,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,EDUCATION_COMMUNICATION,2.0,,
340210,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
340211,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
