ucc,status,exclusion_reason,provenance_class,ce_source,dmi_node,all_cu_published_mean,magnitude_stratum,annualization_factor
100210,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,201.0,,
100410,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,87.0,,
100510,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
100519,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,149.0,,
110110,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,53.0,,
110210,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,43.0,,
110310,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
110319,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,59.0,,
110410,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,240.0,,
110510,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
120110,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,52.0,,
120210,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,31.0,,
120310,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,48.0,,
120410,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,224.0,,
130110,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
130119,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,3.0,,
130121,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
130122,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
130129,EXCLUDED,CE_SOURCE_NOT_INTERVIEW,DIRECT_CONCORDANCE_UCC,D,FOOD,65.0,,
130211,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
130212,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
130310,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
130320,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
140110,EXCLUDED,NOT_DIRECT_CONCORDANCE_UCC,PUBLISHED_CE_UCC,,,,,
